level_0,index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,document_tone,sentences_tone
2328,6827,roswell32,take me to your lead... whoah....  nevermind! #resist 🌊,n.a,1183,273,6448,2013-04-24 11:58:04,2020-06-21 02:26:01,0,"@realDonaldTrump Breaking: 
Under 10,000 people attend failed Trump rally in Tulsa.
Trump admits to ordering slowdown of virus testing.
Lies about non-existent violent protestors.
Craves applause for drinking a glass of water.
#COVID_Convoy
#TrumpsCoronavirusRally 
#TallTalesInTulsa https://t.co/9H6SjZJfBw","['covid_convoy', 'trumpscoronavirusrally', 'talltalesintulsa']",['@realDonaldTrump'],"break 
under people attend failed trump rally tulsa.
trump admit order slowdown virus testing.
lies non-existent violent protestors.
craves applause drink glass water.

","{'tones': [{'score': 0.559713, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.79901, 'tone_id': 'confident', 'tone_name': 'Confident'}]}","[{'sentence_id': 0, 'text': 'break ', 'tones': [{'score': 0.757485, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.735849, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.828054, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 1, 'text': 'under people attend failed trump rally tulsa.', 'tones': [{'score': 0.60725, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 2, 'text': 'trump admit order slowdown virus testing.', 'tones': [{'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 3, 'text': 'lies non-existent violent protestors.', 'tones': []}, {'sentence_id': 4, 'text': 'craves applause drink glass water.', 'tones': [{'score': 0.552378, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]"
2329,6828,lisa123m,n.a,atb - alberta private client,263,31,2121,2013-04-23 20:31:57,2020-06-21 02:19:18,820,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
2330,6829,Hopenothate5,i am an unashamed christian who believes god is in control. i want to wake truth seekers up to the fact that ultimately his will shall be done in/on this earth.,n.a,452,370,6929,2019-03-06 23:44:12,2020-06-20 02:02:22,1,"This “escalation” was always a part of the agenda.

Chinese virus MARK one, was the opening salvo.

It was phase one; to observe how “compliant” Governments, and the masses would react to the media driven SCAREDEMIC!

I have been saying for weeks that PHASE TWO will be hatched! https://t.co/aRfQw75kj7",[],[],"“escalation” always part agenda.

chinese virus mark one opening salvo.

it phase one observe “compliant” government mass would react medium drive scaredemic!

i say week phase two hatch","{'tones': [{'score': 0.890603, 'tone_id': 'confident', 'tone_name': 'Confident'}]}","[{'sentence_id': 0, 'text': '“escalation” always part agenda.', 'tones': [{'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'chinese virus mark one opening salvo.', 'tones': []}, {'sentence_id': 2, 'text': 'it phase one observe “compliant” government mass would react medium drive scaredemic!', 'tones': []}, {'sentence_id': 3, 'text': 'i say week phase two hatch', 'tones': []}]"
2331,6830,Pelicans2016,#president45 #maga #nra,new orleans ,0,135,12171,2015-07-02 05:08:42,2020-06-20 03:15:08,0,@realDonaldTrump will get his wish on 6-20-2020 All the Fake News will turn the camera’s around &amp; show the real crowds at a TRUMP rally... They will use it as a reckless Corona Virus etc. Sad https://t.co/ewOFVkxHJY,[],['@realDonaldTrump'],get wish fake news turn camera’s around amp show real crowds trump rally use reckless corona virus etc sad,"{'tones': [{'score': 0.700112, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}",
2332,6831,gelabiiii,🥀,n.a,189,741,19083,2018-11-02 16:39:17,2020-06-21 03:28:22,1182,huhuhu I really miss how life was before the corona virus 🥺👉🏼👈🏼,[],[],huhuhu really miss life corona virus,"{'tones': [{'score': 0.88846, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
2333,6832,terry_lippert,n.a,n.a,98,43,4065,2012-05-16 22:45:37,2020-06-20 01:57:23,22869,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
2334,6833,nance24,"am a big fan of gh also watch friday night lights, orphan black, amazing race, oitnb, big brother, poldark and more. love to read, many favorite authors",fairhaven ma,1641,621,39297,2009-04-04 18:20:36,2020-06-21 02:40:03,858,"of epic failure. No American has ever failed this country worse than you. None. Your incompetence, ignorance, ineptitude and old fashioned stupidity have caused economic collapse and made the US the epicenter of Corona virus death and suffering. You have shattered American",[],[],epic failure american ever fail country worse none incompetence ignorance ineptitude old fashion stupidity cause economic collapse make epicenter corona virus death suffering shatter american,"{'tones': [{'score': 0.805321, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}",
2335,6834,BrightonParkCHI,"life long resident #brightonpark by making #nhood a better place for our kids, families & seniors. alley by alley; street by street; school by school",usa,1305,413,3305,2018-06-08 01:10:19,2020-06-20 02:51:32,14,"COVID-19: Screening of dormitory wastewater effective, more testing to be done https://t.co/nlwnQeoQre",[],[],screen dormitory wastewater effective test do,"{'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
2336,6835,JanShadle,n.a,n.a,356,76,14945,2018-07-19 07:19:39,2020-06-20 02:49:24,25323,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
2337,6836,scarlet_1787,"enjoy traveling, fitness, beer and wine festivals!",n.a,312,292,5095,2011-10-20 14:37:53,2020-06-21 03:31:17,1803,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
2338,6837,2deparrish,n.a,n.a,196,56,5241,2010-07-25 03:08:37,2020-06-20 01:59:01,652,Trump's Tulsa rally should be called the COVID-19 rally because it will boost the virus more than Trump.,[],[],trump's tulsa rally call rally boost virus trump,{'tones': []},
2339,6838,SangaleVB,winners never quit and quitters never win...🏃‍♂️die hard fan of usain st leo bolt &world of sports🥊🏸🏀⚾️🏆🏃‍♂️🐅☘true nature lover🦚fan of james anderson,"kopargaon, ahmednagar, india ",304,48,4630,2019-10-02 09:54:04,2020-06-21 02:38:15,4,"Delhi Corona Daily Report: 20 June

#Delhi reported 3630 new cases of Covid-19 in the last 24 hours while 7725 patients recovered &amp; 77 patients succumbed to the virus in the same period.

Active cases in Delhi stands at 23340.

 #COVID19India #Covid_19 https://t.co/fhhi3rRsiY",['delhi'],[],"delhi corona daily report june

 report new case last hour patient recover amp patient succumb virus period.

active case delhi stand","{'tones': [{'score': 0.573521, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.948739, 'tone_id': 'confident', 'tone_name': 'Confident'}]}","[{'sentence_id': 0, 'text': 'delhi corona daily report june', 'tones': [{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ' report new case last hour patient recover amp patient succumb virus period.', 'tones': [{'score': 0.634825, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 3, 'text': 'active case delhi stand', 'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]"
2340,6839,haineslaw55,n.a,"northville, mi",32,19,196,2013-06-07 23:48:16,2020-06-21 03:27:10,873,"of epic failure. No American has ever failed this country worse than you. None. Your incompetence, ignorance, ineptitude and old fashioned stupidity have caused economic collapse and made the US the epicenter of Corona virus death and suffering. You have shattered American",[],[],epic failure american ever fail country worse none incompetence ignorance ineptitude old fashion stupidity cause economic collapse make epicenter corona virus death suffering shatter american,"{'tones': [{'score': 0.805321, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}",
2341,6840,hmmmokie,"all i know is tweet politics, eat mcdonald's, be bisexual, eat hot chip, and lie. she/her/hers. 🇺🇸 🏳️‍🌈","tennessee, usa",1751,71,5819,2020-02-08 02:17:42,2020-06-21 02:36:21,239,"“I have done a phenomenal job with it,” the @POTUS says of COVID-19.
Then he mocks the suggestion that the virus is dire.
120K dead.",[],['@POTUS'],"“i do phenomenal job it,” say mock suggestion virus dead",{'tones': []},
2342,6841,PoliSenia,n.a,n.a,122,3,1435,2014-08-15 09:17:28,2020-06-20 01:53:03,22901,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
2343,6842,catherineshakes,"literary omnivore, lover of justice, popcorn enthusiast, educator, admirer of jesus, she/her/hers","seattle, wa",1453,373,13262,2014-01-26 05:11:23,2020-06-21 04:02:33,28,President Donald Trump said Saturday he’s asked his administration to slow down coronavirus testing because robust testing turns up too many cases of COVID-19. https://t.co/eM08pWqnQu,[],[],president donald trump say saturday he’s ask administration slow coronavirus test robust test turn many case,{'tones': []},
2344,6843,SandySoorma,love humanity....views are personal.rts are not endorsement।,भारत,396,48,483,2019-07-10 13:42:01,2020-06-20 03:09:50,376,"Dr. Sanjay Gupta implored people to continue wearing masks because Covid-19 can be spread by asymptomatic people ""even if they're not showing symptoms.""

The virus is ""still very contagious,"" Gupta said. #CNNTownHall https://t.co/yq4NHZxbiy",[],[],"dr sanjay gupta implored people continue wear mask spread asymptomatic people even they're show symptoms.""

the virus still contagious gupta say","{'tones': [{'score': 0.641994, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'dr sanjay gupta implored people continue wear mask spread asymptomatic people even they\'re show symptoms.""', 'tones': [{'score': 0.645644, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'the virus still contagious gupta say', 'tones': []}]"
2345,6844,SweetCookiesme,n.a,n.a,0,409,78393,2017-02-05 06:23:00,2020-06-21 04:09:47,2,"Corona virus India 🇮🇳 updates 

#coronavirus #coronarvirues #CoronaOutbreak #Wuhan #China #COVID19 #India #COVID #coronavirusindia #CoronaVirusUpdate #ChineseVirus #WuhanVirus #Maharastra #Gujrat #Delhi #MP #Rajasthan #UP #Gujrat #TamilNadu #westbengal #Karnataka #Pune https://t.co/dgf90A7PnL","['coronavirus', 'coronarvirues', 'coronaoutbreak', 'wuhan', 'china', 'covid19', 'india', 'covid']",[],"corona virus india update 

",{'tones': []},
2346,6845,Patrici35450980,"#god, #jesus, #wwg1wga, #qanon, #maga
#littlelivesmatter #savethechilden #saveourchildren
 #usa t🇺🇸r🇺🇸u🇺🇸m🇺🇸p🇺🇸 2q2q",arizona,419,105,2905,2020-03-21 01:11:19,2020-06-20 03:06:37,0,"@Lananalula @realDonaldTrump Maybe cause your man-made Virus was not as it was publicized to the media?   More people died last year from the regular flu than died from the Covid-19 this year!  why is that?  Covid-19 was part of our vaccination, hmmm could that why we tested positive. Yeah I know for a fact!",[],"['@Lananalula', '@realDonaldTrump']",maybe cause man-made virus publicize medium people die last year regular flu die year part vaccination hmmm could test positive yeah know fact,"{'tones': [{'score': 0.756019, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
